,clasificacion,BARRIO
2020-04-19,1.0,NUÑEZ
2020-04-26,2.0,NUÑEZ
2020-05-03,0.0,NUÑEZ
2020-05-10,1.0,NUÑEZ
2020-05-17,2.0,NUÑEZ
2020-05-24,9.0,NUÑEZ
2020-05-31,5.0,NUÑEZ
2020-06-07,12.0,NUÑEZ
2020-06-14,11.0,NUÑEZ
2020-06-21,19.0,NUÑEZ
2020-06-28,19.0,NUÑEZ
2020-07-05,31.0,NUÑEZ
2020-07-12,38.0,NUÑEZ
2020-07-19,56.0,NUÑEZ
2020-07-26,61.0,NUÑEZ
2020-08-02,71.0,NUÑEZ
2020-08-09,77.0,NUÑEZ
2020-08-16,73.0,NUÑEZ
2020-08-23,74.0,NUÑEZ
2020-08-30,122.0,NUÑEZ
2020-09-06,104.0,NUÑEZ
2020-09-13,99.0,NUÑEZ
2020-09-20,77.0,NUÑEZ
2020-09-27,89.0,NUÑEZ
2020-10-04,117.0,NUÑEZ
2020-10-11,70.0,NUÑEZ
2020-10-18,67.0,NUÑEZ
2020-10-25,51.0,NUÑEZ
2020-11-01,28.0,NUÑEZ
2020-11-08,35.0,NUÑEZ
2020-11-15,46.0,NUÑEZ
2020-11-22,24.0,NUÑEZ
2020-11-29,30.0,NUÑEZ
2020-12-06,28.0,NUÑEZ
2020-12-13,41.0,NUÑEZ
2020-12-20,68.0,NUÑEZ
2020-12-27,85.0,NUÑEZ
2021-01-03,113.0,NUÑEZ
2021-01-10,149.0,NUÑEZ
2021-01-17,114.0,NUÑEZ
2021-01-24,126.0,NUÑEZ
2021-01-31,121.0,NUÑEZ
2021-02-07,108.0,NUÑEZ
2021-02-14,74.0,NUÑEZ
2021-02-21,63.0,NUÑEZ
2021-02-28,60.0,NUÑEZ
2021-03-07,64.0,NUÑEZ
2021-03-14,71.0,NUÑEZ
2021-03-21,86.0,NUÑEZ
2021-03-28,144.0,NUÑEZ
2021-04-04,201.0,NUÑEZ
2021-04-11,284.0,NUÑEZ
2021-04-18,282.0,NUÑEZ
2021-04-25,237.0,NUÑEZ
2021-05-02,226.0,NUÑEZ
2021-05-09,176.0,NUÑEZ
2021-05-16,218.0,NUÑEZ
2021-05-23,309.0,NUÑEZ
2021-05-30,278.0,NUÑEZ
2021-06-06,205.0,NUÑEZ
2021-06-13,156.0,NUÑEZ
2021-06-20,156.0,NUÑEZ
2021-06-27,155.0,NUÑEZ
2021-07-04,134.0,NUÑEZ
2021-07-11,139.0,NUÑEZ
2021-07-18,118.0,NUÑEZ
2021-07-25,96.0,NUÑEZ
2021-08-01,84.0,NUÑEZ
2021-08-08,97.0,NUÑEZ
2021-08-15,58.0,NUÑEZ
2021-08-22,59.0,NUÑEZ
2021-08-29,41.0,NUÑEZ
2021-09-05,47.0,NUÑEZ
2021-09-12,40.0,NUÑEZ
2021-09-19,33.0,NUÑEZ
2021-09-26,14.0,NUÑEZ
2021-10-03,17.0,NUÑEZ
2021-10-10,18.0,NUÑEZ
2021-10-17,18.0,NUÑEZ
2021-10-24,23.0,NUÑEZ
2021-10-31,26.0,NUÑEZ
2021-11-07,28.0,NUÑEZ
2021-11-14,30.0,NUÑEZ
2021-11-21,27.0,NUÑEZ
2021-11-28,38.0,NUÑEZ
2021-12-05,55.0,NUÑEZ
2021-12-12,82.0,NUÑEZ
2021-12-19,140.0,NUÑEZ
2021-12-26,395.0,NUÑEZ
2022-01-02,896.0,NUÑEZ
2022-01-09,1394.0,NUÑEZ
2022-01-16,1726.0,NUÑEZ
2022-01-23,1645.0,NUÑEZ
2022-01-30,998.0,NUÑEZ
2022-02-06,536.0,NUÑEZ
2022-02-13,253.0,NUÑEZ
2022-02-20,149.0,NUÑEZ
2022-02-27,117.0,NUÑEZ
2022-03-06,65.0,NUÑEZ
2022-03-13,33.0,NUÑEZ
2022-03-20,62.0,NUÑEZ
2022-03-27,37.0,NUÑEZ
2022-04-03,47.0,NUÑEZ
2022-04-10,48.0,NUÑEZ
2022-04-17,40.0,NUÑEZ
2022-04-24,57.0,NUÑEZ
2022-05-01,84.0,NUÑEZ
2022-05-08,211.0,NUÑEZ
2022-05-15,336.0,NUÑEZ
2022-05-22,379.0,NUÑEZ
2022-05-29,353.0,NUÑEZ
2022-06-05,264.0,NUÑEZ
2020-03-01,0.0,PALERMO
2020-03-08,0.0,PALERMO
2020-03-15,2.0,PALERMO
2020-03-22,4.0,PALERMO
2020-03-29,8.0,PALERMO
2020-04-05,9.0,PALERMO
2020-04-12,15.0,PALERMO
2020-04-19,9.0,PALERMO
2020-04-26,16.0,PALERMO
2020-05-03,11.0,PALERMO
2020-05-10,18.0,PALERMO
2020-05-17,21.0,PALERMO
2020-05-24,37.0,PALERMO
2020-05-31,46.0,PALERMO
2020-06-07,66.0,PALERMO
2020-06-14,101.0,PALERMO
2020-06-21,148.0,PALERMO
2020-06-28,196.0,PALERMO
2020-07-05,243.0,PALERMO
2020-07-12,320.0,PALERMO
2020-07-19,380.0,PALERMO
2020-07-26,424.0,PALERMO
2020-08-02,412.0,PALERMO
2020-08-09,479.0,PALERMO
2020-08-16,439.0,PALERMO
2020-08-23,437.0,PALERMO
2020-08-30,561.0,PALERMO
2020-09-06,540.0,PALERMO
2020-09-13,537.0,PALERMO
2020-09-20,493.0,PALERMO
2020-09-27,425.0,PALERMO
2020-10-04,402.0,PALERMO
2020-10-11,381.0,PALERMO
2020-10-18,347.0,PALERMO
2020-10-25,288.0,PALERMO
2020-11-01,196.0,PALERMO
2020-11-08,215.0,PALERMO
2020-11-15,215.0,PALERMO
2020-11-22,170.0,PALERMO
2020-11-29,197.0,PALERMO
2020-12-06,216.0,PALERMO
2020-12-13,238.0,PALERMO
2020-12-20,345.0,PALERMO
2020-12-27,473.0,PALERMO
2021-01-03,620.0,PALERMO
2021-01-10,739.0,PALERMO
2021-01-17,719.0,PALERMO
2021-01-24,637.0,PALERMO
2021-01-31,685.0,PALERMO
2021-02-07,586.0,PALERMO
2021-02-14,423.0,PALERMO
2021-02-21,349.0,PALERMO
2021-02-28,354.0,PALERMO
2021-03-07,336.0,PALERMO
2021-03-14,436.0,PALERMO
2021-03-21,429.0,PALERMO
2021-03-28,693.0,PALERMO
2021-04-04,946.0,PALERMO
2021-04-11,1412.0,PALERMO
2021-04-18,1268.0,PALERMO
2021-04-25,1233.0,PALERMO
2021-05-02,1000.0,PALERMO
2021-05-09,917.0,PALERMO
2021-05-16,1026.0,PALERMO
2021-05-23,1206.0,PALERMO
2021-05-30,1075.0,PALERMO
2021-06-06,828.0,PALERMO
2021-06-13,702.0,PALERMO
2021-06-20,603.0,PALERMO
2021-06-27,616.0,PALERMO
2021-07-04,563.0,PALERMO
2021-07-11,573.0,PALERMO
2021-07-18,482.0,PALERMO
2021-07-25,378.0,PALERMO
2021-08-01,380.0,PALERMO
2021-08-08,408.0,PALERMO
2021-08-15,322.0,PALERMO
2021-08-22,294.0,PALERMO
2021-08-29,213.0,PALERMO
2021-09-05,148.0,PALERMO
2021-09-12,111.0,PALERMO
2021-09-19,110.0,PALERMO
2021-09-26,77.0,PALERMO
2021-10-03,64.0,PALERMO
2021-10-10,76.0,PALERMO
2021-10-17,65.0,PALERMO
2021-10-24,88.0,PALERMO
2021-10-31,106.0,PALERMO
2021-11-07,133.0,PALERMO
2021-11-14,129.0,PALERMO
2021-11-21,139.0,PALERMO
2021-11-28,155.0,PALERMO
2021-12-05,274.0,PALERMO
2021-12-12,372.0,PALERMO
2021-12-19,631.0,PALERMO
2021-12-26,1833.0,PALERMO
2022-01-02,3930.0,PALERMO
2022-01-09,6918.0,PALERMO
2022-01-16,7636.0,PALERMO
2022-01-23,6701.0,PALERMO
2022-01-30,4133.0,PALERMO
2022-02-06,2255.0,PALERMO
2022-02-13,1070.0,PALERMO
2022-02-20,689.0,PALERMO
2022-02-27,518.0,PALERMO
2022-03-06,317.0,PALERMO
2022-03-13,222.0,PALERMO
2022-03-20,216.0,PALERMO
2022-03-27,165.0,PALERMO
2022-04-03,157.0,PALERMO
2022-04-10,160.0,PALERMO
2022-04-17,170.0,PALERMO
2022-04-24,194.0,PALERMO
2022-05-01,339.0,PALERMO
2022-05-08,712.0,PALERMO
2022-05-15,1320.0,PALERMO
2022-05-22,1435.0,PALERMO
2022-05-29,1356.0,PALERMO
2022-06-05,978.0,PALERMO
2020-03-01,0.0,PARQUE AVELLANEDA
2020-03-08,0.0,PARQUE AVELLANEDA
2020-03-15,0.0,PARQUE AVELLANEDA
2020-03-22,0.0,PARQUE AVELLANEDA
2020-03-29,1.0,PARQUE AVELLANEDA
2020-04-05,1.0,PARQUE AVELLANEDA
2020-04-12,2.0,PARQUE AVELLANEDA
2020-04-19,1.0,PARQUE AVELLANEDA
2020-04-26,9.0,PARQUE AVELLANEDA
2020-05-03,2.0,PARQUE AVELLANEDA
2020-05-10,5.0,PARQUE AVELLANEDA
2020-05-17,9.0,PARQUE AVELLANEDA
2020-05-24,13.0,PARQUE AVELLANEDA
2020-05-31,30.0,PARQUE AVELLANEDA
2020-06-07,19.0,PARQUE AVELLANEDA
2020-06-14,53.0,PARQUE AVELLANEDA
2020-06-21,85.0,PARQUE AVELLANEDA
2020-06-28,163.0,PARQUE AVELLANEDA
2020-07-05,170.0,PARQUE AVELLANEDA
2020-07-12,146.0,PARQUE AVELLANEDA
2020-07-19,135.0,PARQUE AVELLANEDA
2020-07-26,172.0,PARQUE AVELLANEDA
2020-08-02,132.0,PARQUE AVELLANEDA
2020-08-09,164.0,PARQUE AVELLANEDA
2020-08-16,205.0,PARQUE AVELLANEDA
2020-08-23,137.0,PARQUE AVELLANEDA
2020-08-30,223.0,PARQUE AVELLANEDA
2020-09-06,177.0,PARQUE AVELLANEDA
2020-09-13,178.0,PARQUE AVELLANEDA
2020-09-20,146.0,PARQUE AVELLANEDA
2020-09-27,86.0,PARQUE AVELLANEDA
2020-10-04,104.0,PARQUE AVELLANEDA
2020-10-11,90.0,PARQUE AVELLANEDA
2020-10-18,52.0,PARQUE AVELLANEDA
2020-10-25,47.0,PARQUE AVELLANEDA
2020-11-01,32.0,PARQUE AVELLANEDA
2020-11-08,39.0,PARQUE AVELLANEDA
2020-11-15,29.0,PARQUE AVELLANEDA
2020-11-22,30.0,PARQUE AVELLANEDA
2020-11-29,29.0,PARQUE AVELLANEDA
2020-12-06,35.0,PARQUE AVELLANEDA
2020-12-13,29.0,PARQUE AVELLANEDA
2020-12-20,39.0,PARQUE AVELLANEDA
2020-12-27,60.0,PARQUE AVELLANEDA
2021-01-03,73.0,PARQUE AVELLANEDA
2021-01-10,137.0,PARQUE AVELLANEDA
2021-01-17,97.0,PARQUE AVELLANEDA
2021-01-24,113.0,PARQUE AVELLANEDA
2021-01-31,80.0,PARQUE AVELLANEDA
2021-02-07,77.0,PARQUE AVELLANEDA
2021-02-14,61.0,PARQUE AVELLANEDA
2021-02-21,52.0,PARQUE AVELLANEDA
2021-02-28,56.0,PARQUE AVELLANEDA
2021-03-07,68.0,PARQUE AVELLANEDA
2021-03-14,72.0,PARQUE AVELLANEDA
2021-03-21,75.0,PARQUE AVELLANEDA
2021-03-28,136.0,PARQUE AVELLANEDA
2021-04-04,212.0,PARQUE AVELLANEDA
2021-04-11,254.0,PARQUE AVELLANEDA
2021-04-18,265.0,PARQUE AVELLANEDA
2021-04-25,285.0,PARQUE AVELLANEDA
2021-05-02,222.0,PARQUE AVELLANEDA
2021-05-09,256.0,PARQUE AVELLANEDA
2021-05-16,266.0,PARQUE AVELLANEDA
2021-05-23,307.0,PARQUE AVELLANEDA
2021-05-30,232.0,PARQUE AVELLANEDA
2021-06-06,197.0,PARQUE AVELLANEDA
2021-06-13,203.0,PARQUE AVELLANEDA
2021-06-20,136.0,PARQUE AVELLANEDA
2021-06-27,151.0,PARQUE AVELLANEDA
2021-07-04,114.0,PARQUE AVELLANEDA
2021-07-11,107.0,PARQUE AVELLANEDA
2021-07-18,106.0,PARQUE AVELLANEDA
2021-07-25,81.0,PARQUE AVELLANEDA
2021-08-01,51.0,PARQUE AVELLANEDA
2021-08-08,57.0,PARQUE AVELLANEDA
2021-08-15,51.0,PARQUE AVELLANEDA
2021-08-22,46.0,PARQUE AVELLANEDA
2021-08-29,28.0,PARQUE AVELLANEDA
2021-09-05,17.0,PARQUE AVELLANEDA
2021-09-12,16.0,PARQUE AVELLANEDA
2021-09-19,27.0,PARQUE AVELLANEDA
2021-09-26,24.0,PARQUE AVELLANEDA
2021-10-03,11.0,PARQUE AVELLANEDA
2021-10-10,12.0,PARQUE AVELLANEDA
2021-10-17,14.0,PARQUE AVELLANEDA
2021-10-24,7.0,PARQUE AVELLANEDA
2021-10-31,19.0,PARQUE AVELLANEDA
2021-11-07,23.0,PARQUE AVELLANEDA
2021-11-14,21.0,PARQUE AVELLANEDA
2021-11-21,23.0,PARQUE AVELLANEDA
2021-11-28,43.0,PARQUE AVELLANEDA
2021-12-05,41.0,PARQUE AVELLANEDA
2021-12-12,56.0,PARQUE AVELLANEDA
2021-12-19,60.0,PARQUE AVELLANEDA
2021-12-26,129.0,PARQUE AVELLANEDA
2022-01-02,751.0,PARQUE AVELLANEDA
2022-01-09,1822.0,PARQUE AVELLANEDA
2022-01-16,1917.0,PARQUE AVELLANEDA
2022-01-23,1535.0,PARQUE AVELLANEDA
2022-01-30,769.0,PARQUE AVELLANEDA
2022-02-06,326.0,PARQUE AVELLANEDA
2022-02-13,171.0,PARQUE AVELLANEDA
2022-02-20,91.0,PARQUE AVELLANEDA
2022-02-27,63.0,PARQUE AVELLANEDA
2022-03-06,42.0,PARQUE AVELLANEDA
2022-03-13,22.0,PARQUE AVELLANEDA
2022-03-20,27.0,PARQUE AVELLANEDA
2022-03-27,23.0,PARQUE AVELLANEDA
2022-04-03,17.0,PARQUE AVELLANEDA
2022-04-10,25.0,PARQUE AVELLANEDA
2022-04-17,23.0,PARQUE AVELLANEDA
2022-04-24,24.0,PARQUE AVELLANEDA
2022-05-01,39.0,PARQUE AVELLANEDA
2022-05-08,85.0,PARQUE AVELLANEDA
2022-05-15,152.0,PARQUE AVELLANEDA
2022-05-22,178.0,PARQUE AVELLANEDA
2022-05-29,182.0,PARQUE AVELLANEDA
2022-06-05,107.0,PARQUE AVELLANEDA
2020-03-01,0.0,PARQUE CHACABUCO
2020-03-08,0.0,PARQUE CHACABUCO
2020-03-15,0.0,PARQUE CHACABUCO
2020-03-22,1.0,PARQUE CHACABUCO
2020-03-29,0.0,PARQUE CHACABUCO
2020-04-05,0.0,PARQUE CHACABUCO
2020-04-12,1.0,PARQUE CHACABUCO
2020-04-19,2.0,PARQUE CHACABUCO
2020-04-26,3.0,PARQUE CHACABUCO
2020-05-03,1.0,PARQUE CHACABUCO
2020-05-10,13.0,PARQUE CHACABUCO
2020-05-17,7.0,PARQUE CHACABUCO
2020-05-24,20.0,PARQUE CHACABUCO
2020-05-31,22.0,PARQUE CHACABUCO
2020-06-07,22.0,PARQUE CHACABUCO
2020-06-14,49.0,PARQUE CHACABUCO
2020-06-21,64.0,PARQUE CHACABUCO
2020-06-28,93.0,PARQUE CHACABUCO
2020-07-05,96.0,PARQUE CHACABUCO
2020-07-12,80.0,PARQUE CHACABUCO
2020-07-19,123.0,PARQUE CHACABUCO
2020-07-26,147.0,PARQUE CHACABUCO
2020-08-02,127.0,PARQUE CHACABUCO
2020-08-09,103.0,PARQUE CHACABUCO
2020-08-16,94.0,PARQUE CHACABUCO
2020-08-23,125.0,PARQUE CHACABUCO
2020-08-30,135.0,PARQUE CHACABUCO
2020-09-06,118.0,PARQUE CHACABUCO
2020-09-13,98.0,PARQUE CHACABUCO
2020-09-20,98.0,PARQUE CHACABUCO
2020-09-27,88.0,PARQUE CHACABUCO
2020-10-04,97.0,PARQUE CHACABUCO
2020-10-11,118.0,PARQUE CHACABUCO
2020-10-18,73.0,PARQUE CHACABUCO
2020-10-25,55.0,PARQUE CHACABUCO
2020-11-01,33.0,PARQUE CHACABUCO
2020-11-08,51.0,PARQUE CHACABUCO
2020-11-15,54.0,PARQUE CHACABUCO
2020-11-22,34.0,PARQUE CHACABUCO
2020-11-29,29.0,PARQUE CHACABUCO
2020-12-06,25.0,PARQUE CHACABUCO
2020-12-13,34.0,PARQUE CHACABUCO
2020-12-20,60.0,PARQUE CHACABUCO
2020-12-27,78.0,PARQUE CHACABUCO
2021-01-03,108.0,PARQUE CHACABUCO
2021-01-10,122.0,PARQUE CHACABUCO
2021-01-17,114.0,PARQUE CHACABUCO
2021-01-24,121.0,PARQUE CHACABUCO
2021-01-31,109.0,PARQUE CHACABUCO
2021-02-07,84.0,PARQUE CHACABUCO
2021-02-14,75.0,PARQUE CHACABUCO
2021-02-21,61.0,PARQUE CHACABUCO
2021-02-28,77.0,PARQUE CHACABUCO
2021-03-07,78.0,PARQUE CHACABUCO
2021-03-14,81.0,PARQUE CHACABUCO
2021-03-21,74.0,PARQUE CHACABUCO
2021-03-28,147.0,PARQUE CHACABUCO
2021-04-04,195.0,PARQUE CHACABUCO
2021-04-11,283.0,PARQUE CHACABUCO
2021-04-18,307.0,PARQUE CHACABUCO
2021-04-25,298.0,PARQUE CHACABUCO
2021-05-02,254.0,PARQUE CHACABUCO
2021-05-09,283.0,PARQUE CHACABUCO
2021-05-16,273.0,PARQUE CHACABUCO
2021-05-23,311.0,PARQUE CHACABUCO
2021-05-30,295.0,PARQUE CHACABUCO
2021-06-06,247.0,PARQUE CHACABUCO
2021-06-13,210.0,PARQUE CHACABUCO
2021-06-20,186.0,PARQUE CHACABUCO
2021-06-27,150.0,PARQUE CHACABUCO
2021-07-04,137.0,PARQUE CHACABUCO
2021-07-11,125.0,PARQUE CHACABUCO
2021-07-18,95.0,PARQUE CHACABUCO
2021-07-25,86.0,PARQUE CHACABUCO
2021-08-01,61.0,PARQUE CHACABUCO
2021-08-08,56.0,PARQUE CHACABUCO
2021-08-15,59.0,PARQUE CHACABUCO
2021-08-22,46.0,PARQUE CHACABUCO
2021-08-29,25.0,PARQUE CHACABUCO
2021-09-05,34.0,PARQUE CHACABUCO
2021-09-12,20.0,PARQUE CHACABUCO
2021-09-19,14.0,PARQUE CHACABUCO
2021-09-26,11.0,PARQUE CHACABUCO
2021-10-03,14.0,PARQUE CHACABUCO
2021-10-10,18.0,PARQUE CHACABUCO
2021-10-17,14.0,PARQUE CHACABUCO
2021-10-24,22.0,PARQUE CHACABUCO
2021-10-31,13.0,PARQUE CHACABUCO
2021-11-07,18.0,PARQUE CHACABUCO
2021-11-14,34.0,PARQUE CHACABUCO
2021-11-21,24.0,PARQUE CHACABUCO
2021-11-28,34.0,PARQUE CHACABUCO
2021-12-05,49.0,PARQUE CHACABUCO
2021-12-12,53.0,PARQUE CHACABUCO
2021-12-19,99.0,PARQUE CHACABUCO
2021-12-26,353.0,PARQUE CHACABUCO
2022-01-02,1069.0,PARQUE CHACABUCO
2022-01-09,1983.0,PARQUE CHACABUCO
2022-01-16,2099.0,PARQUE CHACABUCO
2022-01-23,1943.0,PARQUE CHACABUCO
2022-01-30,989.0,PARQUE CHACABUCO
2022-02-06,474.0,PARQUE CHACABUCO
2022-02-13,217.0,PARQUE CHACABUCO
2022-02-20,114.0,PARQUE CHACABUCO
2022-02-27,102.0,PARQUE CHACABUCO
2022-03-06,56.0,PARQUE CHACABUCO
2022-03-13,29.0,PARQUE CHACABUCO
2022-03-20,45.0,PARQUE CHACABUCO
2022-03-27,27.0,PARQUE CHACABUCO
2022-04-03,30.0,PARQUE CHACABUCO
2022-04-10,19.0,PARQUE CHACABUCO
2022-04-17,33.0,PARQUE CHACABUCO
2022-04-24,38.0,PARQUE CHACABUCO
2022-05-01,54.0,PARQUE CHACABUCO
2022-05-08,129.0,PARQUE CHACABUCO
2022-05-15,276.0,PARQUE CHACABUCO
2022-05-22,338.0,PARQUE CHACABUCO
2022-05-29,327.0,PARQUE CHACABUCO
2022-06-05,200.0,PARQUE CHACABUCO
2020-03-22,0.0,PARQUE CHAS
2020-03-29,1.0,PARQUE CHAS
2020-04-05,3.0,PARQUE CHAS
2020-04-12,0.0,PARQUE CHAS
2020-04-19,0.0,PARQUE CHAS
2020-04-26,1.0,PARQUE CHAS
2020-05-03,1.0,PARQUE CHAS
2020-05-10,1.0,PARQUE CHAS
2020-05-17,0.0,PARQUE CHAS
2020-05-24,6.0,PARQUE CHAS
2020-05-31,3.0,PARQUE CHAS
2020-06-07,6.0,PARQUE CHAS
2020-06-14,6.0,PARQUE CHAS
2020-06-21,10.0,PARQUE CHAS
2020-06-28,10.0,PARQUE CHAS
2020-07-05,21.0,PARQUE CHAS
2020-07-12,14.0,PARQUE CHAS
2020-07-19,22.0,PARQUE CHAS
2020-07-26,40.0,PARQUE CHAS
2020-08-02,29.0,PARQUE CHAS
2020-08-09,20.0,PARQUE CHAS
2020-08-16,34.0,PARQUE CHAS
2020-08-23,31.0,PARQUE CHAS
2020-08-30,55.0,PARQUE CHAS
2020-09-06,42.0,PARQUE CHAS
2020-09-13,43.0,PARQUE CHAS
2020-09-20,28.0,PARQUE CHAS
2020-09-27,20.0,PARQUE CHAS
2020-10-04,32.0,PARQUE CHAS
2020-10-11,23.0,PARQUE CHAS
2020-10-18,23.0,PARQUE CHAS
2020-10-25,33.0,PARQUE CHAS
2020-11-01,17.0,PARQUE CHAS
2020-11-08,8.0,PARQUE CHAS
2020-11-15,15.0,PARQUE CHAS
2020-11-22,13.0,PARQUE CHAS
2020-11-29,4.0,PARQUE CHAS
2020-12-06,9.0,PARQUE CHAS
2020-12-13,7.0,PARQUE CHAS
2020-12-20,10.0,PARQUE CHAS
2020-12-27,17.0,PARQUE CHAS
2021-01-03,36.0,PARQUE CHAS
2021-01-10,68.0,PARQUE CHAS
2021-01-17,41.0,PARQUE CHAS
2021-01-24,35.0,PARQUE CHAS
2021-01-31,39.0,PARQUE CHAS
2021-02-07,20.0,PARQUE CHAS
2021-02-14,28.0,PARQUE CHAS
2021-02-21,16.0,PARQUE CHAS
2021-02-28,22.0,PARQUE CHAS
2021-03-07,23.0,PARQUE CHAS
2021-03-14,36.0,PARQUE CHAS
2021-03-21,28.0,PARQUE CHAS
2021-03-28,43.0,PARQUE CHAS
2021-04-04,58.0,PARQUE CHAS
2021-04-11,98.0,PARQUE CHAS
2021-04-18,102.0,PARQUE CHAS
2021-04-25,89.0,PARQUE CHAS
2021-05-02,50.0,PARQUE CHAS
2021-05-09,61.0,PARQUE CHAS
2021-05-16,95.0,PARQUE CHAS
2021-05-23,99.0,PARQUE CHAS
2021-05-30,89.0,PARQUE CHAS
2021-06-06,66.0,PARQUE CHAS
2021-06-13,75.0,PARQUE CHAS
2021-06-20,42.0,PARQUE CHAS
2021-06-27,47.0,PARQUE CHAS
2021-07-04,41.0,PARQUE CHAS
2021-07-11,35.0,PARQUE CHAS
2021-07-18,39.0,PARQUE CHAS
2021-07-25,31.0,PARQUE CHAS
2021-08-01,27.0,PARQUE CHAS
2021-08-08,32.0,PARQUE CHAS
2021-08-15,23.0,PARQUE CHAS
2021-08-22,7.0,PARQUE CHAS
2021-08-29,11.0,PARQUE CHAS
2021-09-05,13.0,PARQUE CHAS
2021-09-12,4.0,PARQUE CHAS
2021-09-19,5.0,PARQUE CHAS
2021-09-26,9.0,PARQUE CHAS
2021-10-03,5.0,PARQUE CHAS
2021-10-10,8.0,PARQUE CHAS
2021-10-17,7.0,PARQUE CHAS
2021-10-24,31.0,PARQUE CHAS
2021-10-31,21.0,PARQUE CHAS
2021-11-07,3.0,PARQUE CHAS
2021-11-14,14.0,PARQUE CHAS
2021-11-21,5.0,PARQUE CHAS
2021-11-28,11.0,PARQUE CHAS
2021-12-05,21.0,PARQUE CHAS
2021-12-12,32.0,PARQUE CHAS
2021-12-19,48.0,PARQUE CHAS
2021-12-26,107.0,PARQUE CHAS
2022-01-02,346.0,PARQUE CHAS
2022-01-09,465.0,PARQUE CHAS
2022-01-16,596.0,PARQUE CHAS
2022-01-23,570.0,PARQUE CHAS
2022-01-30,301.0,PARQUE CHAS
2022-02-06,187.0,PARQUE CHAS
2022-02-13,69.0,PARQUE CHAS
2022-02-20,60.0,PARQUE CHAS
2022-02-27,30.0,PARQUE CHAS
2022-03-06,26.0,PARQUE CHAS
2022-03-13,13.0,PARQUE CHAS
2022-03-20,15.0,PARQUE CHAS
2022-03-27,9.0,PARQUE CHAS
2022-04-03,11.0,PARQUE CHAS
2022-04-10,16.0,PARQUE CHAS
2022-04-17,18.0,PARQUE CHAS
2022-04-24,28.0,PARQUE CHAS
2022-05-01,36.0,PARQUE CHAS
2022-05-08,75.0,PARQUE CHAS
2022-05-15,125.0,PARQUE CHAS
2022-05-22,123.0,PARQUE CHAS
2022-05-29,128.0,PARQUE CHAS
2022-06-05,73.0,PARQUE CHAS
2020-03-01,0.0,PARQUE PATRICIOS
2020-03-08,0.0,PARQUE PATRICIOS
2020-03-15,0.0,PARQUE PATRICIOS
2020-03-22,0.0,PARQUE PATRICIOS
2020-03-29,1.0,PARQUE PATRICIOS
2020-04-05,2.0,PARQUE PATRICIOS
2020-04-12,3.0,PARQUE PATRICIOS
2020-04-19,0.0,PARQUE PATRICIOS
2020-04-26,2.0,PARQUE PATRICIOS
2020-05-03,1.0,PARQUE PATRICIOS
2020-05-10,3.0,PARQUE PATRICIOS
2020-05-17,4.0,PARQUE PATRICIOS
2020-05-24,23.0,PARQUE PATRICIOS
2020-05-31,47.0,PARQUE PATRICIOS
2020-06-07,21.0,PARQUE PATRICIOS
2020-06-14,58.0,PARQUE PATRICIOS
2020-06-21,97.0,PARQUE PATRICIOS
2020-06-28,104.0,PARQUE PATRICIOS
2020-07-05,105.0,PARQUE PATRICIOS
2020-07-12,107.0,PARQUE PATRICIOS
2020-07-19,111.0,PARQUE PATRICIOS
2020-07-26,111.0,PARQUE PATRICIOS
2020-08-02,118.0,PARQUE PATRICIOS
2020-08-09,154.0,PARQUE PATRICIOS
2020-08-16,107.0,PARQUE PATRICIOS
2020-08-23,112.0,PARQUE PATRICIOS
2020-08-30,126.0,PARQUE PATRICIOS
2020-09-06,90.0,PARQUE PATRICIOS
2020-09-13,106.0,PARQUE PATRICIOS
2020-09-20,77.0,PARQUE PATRICIOS
2020-09-27,65.0,PARQUE PATRICIOS
2020-10-04,77.0,PARQUE PATRICIOS
2020-10-11,83.0,PARQUE PATRICIOS
2020-10-18,64.0,PARQUE PATRICIOS
2020-10-25,35.0,PARQUE PATRICIOS
2020-11-01,33.0,PARQUE PATRICIOS
2020-11-08,33.0,PARQUE PATRICIOS
2020-11-15,27.0,PARQUE PATRICIOS
2020-11-22,42.0,PARQUE PATRICIOS
2020-11-29,17.0,PARQUE PATRICIOS
2020-12-06,30.0,PARQUE PATRICIOS
2020-12-13,15.0,PARQUE PATRICIOS
2020-12-20,41.0,PARQUE PATRICIOS
2020-12-27,41.0,PARQUE PATRICIOS
2021-01-03,75.0,PARQUE PATRICIOS
2021-01-10,124.0,PARQUE PATRICIOS
2021-01-17,83.0,PARQUE PATRICIOS
2021-01-24,80.0,PARQUE PATRICIOS
2021-01-31,72.0,PARQUE PATRICIOS
2021-02-07,89.0,PARQUE PATRICIOS
2021-02-14,34.0,PARQUE PATRICIOS
2021-02-21,54.0,PARQUE PATRICIOS
2021-02-28,61.0,PARQUE PATRICIOS
2021-03-07,61.0,PARQUE PATRICIOS
2021-03-14,84.0,PARQUE PATRICIOS
2021-03-21,83.0,PARQUE PATRICIOS
2021-03-28,103.0,PARQUE PATRICIOS
2021-04-04,148.0,PARQUE PATRICIOS
2021-04-11,245.0,PARQUE PATRICIOS
2021-04-18,265.0,PARQUE PATRICIOS
2021-04-25,271.0,PARQUE PATRICIOS
2021-05-02,236.0,PARQUE PATRICIOS
2021-05-09,256.0,PARQUE PATRICIOS
2021-05-16,258.0,PARQUE PATRICIOS
